crops,Country,Alpha-2 code,Alpha-3 code,Year,Area (1000 ha),Standard humidity (%),Main area (1000 ha),Production (1000 t),Yield (tonne/ha
C1100,Switzerland,CH,CHE,2011,87.84,14.0,,560.68,
C1100,Finland,FI,FIN,2011,253.4,14.0,,988.4,3.9
C1100,Belgium,BE,BEL,2011,200.71,14.0,,1677.92,
C1100,Spain,ES,ESP,2011,2372.71,14.0,,7957.86,
C1100,Albania,AL,ALB,2011,69.2,14.0,,289.4,
C1100,Norway,NO,NOR,2011,74.0,14.0,,281.69,
C1100,Sweden,SE,SWE,2011,415.06,14.0,,2226.7,5.36
C1100,United Kingdom,UK,GBR,2011,1969.0,14.0,,15168.3,
C1100,Lithuania,LT,LTU,2011,551.1,14.0,,1869.3,
C1100,Latvia,LV,LVA,2011,306.9,14.0,,939.5,3.06
C1100,Bulgaria,BG,BGR,2011,1137.46,14.0,,4588.1,
C1100,Austria,AT,AUT,2011,304.33,14.0,,1781.84,5.85
C1100,France,FR,FRA,2011,5407.33,14.0,,35574.27,
C1100,Greece,EL,GRC,2011,543.7,14.0,,1931.81,3.55
C1100,Luxembourg,LU,LUX,2011,13.88,14.0,,75.95,
C1100,Iceland,IS,ISL,2011,0.1,14.0,,0.1,
C1100,Hungary,HU,HUN,2011,977.84,14.0,,4082.76,
C1100,Croatia,HR,HRV,2011,149.8,14.0,,791.6,5.26
C1100,Slovenia,SI,SVN,2011,29.67,14.0,,153.58,
C1100,Bosnia and Herzegovina,BA,BIH,2011,59.44,14.0,,212.45,
C1100,Latvia,LV,LVA,2012,352.4,14.0,,1539.8,4.37
C1100,Montenegro,ME,MNE,2012,0.52,14.0,,1.46,2.83
C1100,Luxembourg,LU,LUX,2012,13.52,14.0,,78.28,
C1100,Slovenia,SI,SVN,2012,34.59,14.0,,188.07,
C1100,Austria,AT,AUT,2012,308.18,14.0,,1275.5,4.14
C1100,Cyprus,CY,CYP,2012,8.55,14.0,,23.51,2.75
C1100,Romania,RO,ROU,2012,1997.63,14.0,,5297.75,2.65
C1100,Belgium,BE,BEL,2012,217.1,14.0,,1821.8,
C1100,Sweden,SE,SWE,2012,366.37,14.0,,2289.3,6.25
C1100,Lithuania,LT,LTU,2012,627.0,14.0,,2998.9,
C1100,Bulgaria,BG,BGR,2012,1185.0,14.0,,4600.15,
C1100,Italy,IT,ITA,2012,1853.64,14.0,,7565.24,
C1100,Kosovo,XK,XXK,2012,102.9,14.0,,345.0,3.35
C1100,Serbia,RS,SRB,2012,603.27,14.0,,2399.22,3.98
C1100,Switzerland,CH,CHE,2012,89.1,14.0,,519.31,
C1100,Bosnia and Herzegovina,BA,BIH,2012,61.07,14.0,,227.75,
C1100,Czechia,CZ,CZE,2012,815.38,14.0,,3518.9,4.32
C1100,Poland,PL,POL,2012,2077.2,14.0,,8507.51,
C1100,Germany,DE,DEU,2012,3056.7,14.0,,22409.3,7.33
C1100,France,FR,FRA,2012,5303.33,14.0,,37479.86,
C1100,Netherlands,NL,NLD,2012,152.0,14.0,,1271.72,
C1100,Finland,FI,FIN,2012,227.3,14.0,,898.45,3.95
C1100,Albania,AL,ALB,2012,73.2,14.0,,296.51,
C1100,Croatia,HR,HRV,2012,186.95,14.0,,1011.31,5.36
C1100,Spain,ES,ESP,2012,2188.17,14.0,,5310.52,
C1100,United Kingdom,UK,GBR,2012,1992.0,14.0,,13183.9,
C1100,Norway,NO,NOR,2012,67.0,14.0,,271.8,
C1100,Slovakia,SK,SVK,2012,388.14,14.0,,1267.89,
C1100,Hungary,HU,HUN,2012,1070.02,14.0,,3987.67,
C1100,Malta,MT,MLT,2012,,14.0,,0.0,
C1100,Turkey,TR,TUR,2012,7534.0,14.0,,20107.0,
C1100,North Macedonia,MK,MKD,2012,79.75,14.0,,217.46,2.73
C1100,Greece,EL,GRC,2012,563.2,14.0,,1636.83,2.91
C1100,Ireland,IE,IRL,2012,98.03,14.0,,656.22,6.67
C1100,Estonia,EE,EST,2012,124.3,14.0,,484.7,3.9
C1100,Denmark,DK,DNK,2012,614.1,14.0,,4472.48,
C1100,Portugal,PT,PRT,2012,54.79,14.0,,61.05,1.11
C1100,United Kingdom,UK,GBR,2013,1615.0,14.0,,11851.69,
C1100,Lithuania,LT,LTU,2013,667.4,14.0,,2871.3,
C1100,Ireland,IE,IRL,2013,60.6,14.0,,524.84,8.66
C1100,Malta,MT,MLT,2013,,14.0,,0.0,
C1100,Sweden,SE,SWE,2013,323.33,14.0,,1868.6,5.78
C1100,Belgium,BE,BEL,2013,201.86,14.0,,1847.89,
C1100,Norway,NO,NOR,2013,55.0,14.0,,210.52,
C1100,Spain,ES,ESP,2013,2124.97,14.0,,7924.91,
C1100,Portugal,PT,PRT,2013,52.18,14.0,,95.22,1.83
C1100,Bosnia and Herzegovina,BA,BIH,2013,67.9,14.0,,268.24,
C1100,Montenegro,ME,MNE,2013,0.67,14.0,,2.33,3.48
C1100,Finland,FI,FIN,2013,227.5,14.0,,881.53,3.87
C1100,Slovenia,SI,SVN,2013,31.76,14.0,,138.24,
C1100,Austria,AT,AUT,2013,297.29,14.0,,1597.71,5.37
C1100,Netherlands,NL,NLD,2013,153.0,14.0,,1303.95,
C1100,Turkey,TR,TUR,2013,7780.0,14.0,,22064.0,
C1100,France,FR,FRA,2013,5319.15,14.0,,38188.22,
C1100,Croatia,HR,HRV,2013,204.51,14.0,,1010.56,4.96
C1100,Slovakia,SK,SVK,2013,367.68,14.0,,1674.48,
C1100,Estonia,EE,EST,2013,124.2,14.0,,406.8,3.28
C1100,Germany,DE,DEU,2013,3128.2,14.0,,25019.1,8.0
C1100,Italy,IT,ITA,2013,1902.16,14.0,,7510.13,
C1100,Cyprus,CY,CYP,2013,6.92,14.0,,15.66,2.26
C1100,Serbia,RS,SRB,2013,631.64,14.0,,2690.27,4.26
C1100,Bulgaria,BG,BGR,2013,1314.29,14.0,,5652.17,
C1100,Latvia,LV,LVA,2013,369.3,14.0,,1435.0,3.89
C1100,Denmark,DK,DNK,2013,567.9,14.0,,4097.0,
C1100,Luxembourg,LU,LUX,2013,14.25,14.0,,90.0,
C1100,North Macedonia,MK,MKD,2013,80.98,14.0,,261.97,3.23
C1100,Poland,PL,POL,2013,2137.9,14.0,,9374.91,
C1100,Switzerland,CH,CHE,2013,88.74,14.0,,488.36,
C1100,Romania,RO,ROU,2013,2103.99,14.0,,7296.37,3.47
C1100,Czechia,CZ,CZE,2013,829.39,14.0,,4700.7,5.67
C1100,Greece,EL,GRC,2013,579.27,14.0,,1716.05,2.96
C1100,Kosovo,XK,XXK,2013,101.8,14.0,,391.7,3.85
C1100,Hungary,HU,HUN,2013,1090.48,14.0,,5028.89,
C1100,Netherlands,NL,NLD,2014,142.0,14.0,,1273.67,
C1100,Poland,PL,POL,2014,2338.8,14.0,,11493.48,
C1100,Slovenia,SI,SVN,2014,33.12,14.0,,173.24,
C1100,Montenegro,ME,MNE,2014,0.74,14.0,,2.18,2.95
C1100,Norway,NO,NOR,2014,79.2,14.0,,385.07,4.86
C1100,Portugal,PT,PRT,2014,47.83,14.0,,102.24,2.14
C1100,Latvia,LV,LVA,2014,391.6,14.0,,1467.5,3.26
C1100,Malta,MT,MLT,2014,,14.0,,0.0,
C1100,Romania,RO,ROU,2014,2112.87,14.0,,7584.81,3.59
C1100,Sweden,SE,SWE,2014,453.48,14.0,,3086.4,6.81
C1100,Serbia,RS,SRB,2014,604.75,14.0,,2387.2,3.95
C1100,Slovakia,SK,SVK,2014,379.28,14.0,,2060.36,
C1100,North Macedonia,MK,MKD,2014,76.69,14.0,,291.3,3.8
C1100,Turkey,TR,TUR,2014,7922.0,14.0,,19006.0,2.4
C1100,Hungary,HU,HUN,2014,1112.73,14.0,,5261.89,4.73
C1100,Czechia,CZ,CZE,2014,835.94,14.0,,5442.35,6.51
C1100,Germany,DE,DEU,2014,3219.7,14.0,,27784.8,8.63
C1100,Cyprus,CY,CYP,2014,6.14,14.0,,4.53,0.74
C1100,Italy,IT,ITA,2014,1874.18,14.0,,7317.15,
C1100,Denmark,DK,DNK,2014,662.1,14.0,,5093.38,
C1100,Switzerland,CH,CHE,2014,88.32,14.0,,557.07,
C1100,Estonia,EE,EST,2014,154.4,14.0,,615.5,3.99
C1100,Bulgaria,BG,BGR,2014,1267.91,14.0,,5458.99,
C1100,Kosovo,XK,XXK,2014,91.2,14.0,,328.2,3.6
C1100,Ireland,IE,IRL,2014,71.61,14.0,,678.55,9.46
C1100,Greece,EL,GRC,2014,545.38,14.0,,1737.3,3.19
C1100,Lithuania,LT,LTU,2014,708.0,14.0,,3230.6,
C1100,Belgium,BE,BEL,2014,210.76,14.0,,1892.2,
C1100,Spain,ES,ESP,2014,2171.2,14.0,,6621.89,
C1100,United Kingdom,UK,GBR,2014,1936.0,14.0,,16509.45,
C1100,Bosnia and Herzegovina,BA,BIH,2014,68.02,14.0,,172.03,
C1100,Croatia,HR,HRV,2014,156.99,14.0,,658.37,4.15
C1100,Finland,FI,FIN,2014,267.4,14.0,,1103.38,4.13
C1100,Albania,AL,ALB,2014,,14.0,,276.74,
C1100,France,FR,FRA,2014,5297.28,14.0,,38538.23,
C1100,Luxembourg,LU,LUX,2014,12.67,14.0,,77.04,
C1100,Austria,AT,AUT,2014,304.65,14.0,,1804.02,5.92
C1100,Norway,NO,NOR,2015,85.8,14.0,,489.44,5.7
C1100,Germany,DE,DEU,2015,3282.7,14.0,,26549.5,8.09
C1100,France,FR,FRA,2015,5480.21,14.0,,42252.93,7.71
C1100,Portugal,PT,PRT,2015,39.74,14.0,,83.2,2.09
C1100,Iceland,IS,ISL,2015,0.0,14.0,,0.0,
C1100,Denmark,DK,DNK,2015,632.4,14.0,,4971.51,
C1100,Poland,PL,POL,2015,2395.5,14.0,,10753.93,4.48
C1100,Ireland,IE,IRL,2015,65.33,14.0,,653.41,10.0
C1100,Spain,ES,ESP,2015,2176.35,14.0,,6627.04,3.05
C1100,Malta,MT,MLT,2015,0.0,14.0,,0.0,
C1100,Finland,FI,FIN,2015,241.8,14.0,,1005.94,4.16
C1100,Luxembourg,LU,LUX,2015,14.49,14.0,,92.01,6.35
C1100,United Kingdom,UK,GBR,2015,1832.0,14.0,,16348.4,
C1100,North Macedonia,MK,MKD,2015,73.06,14.0,,203.56,2.79
C1100,Czechia,CZ,CZE,2015,829.82,14.0,,5274.27,6.36
C1100,Hungary,HU,HUN,2015,1029.32,14.0,,5331.43,5.18
C1100,Greece,EL,GRC,2015,488.2,14.0,,1190.11,2.44
C1100,Netherlands,NL,NLD,2015,142.47,14.0,,1269.81,
C1100,Croatia,HR,HRV,2015,142.68,14.0,,771.85,5.36
C1100,Estonia,EE,EST,2015,169.7,14.0,,812.6,4.79
C1100,Montenegro,ME,MNE,2015,0.74,14.0,,2.13,2.9
C1100,Slovenia,SI,SVN,2015,30.73,14.0,,157.06,5.11
C1100,Turkey,TR,TUR,2015,7869.0,14.0,,22605.0,2.9
C1100,Latvia,LV,LVA,2015,447.3,14.0,,2250.1,5.03
C1100,Sweden,SE,SWE,2015,457.55,14.0,,3300.4,7.22
C1100,Austria,AT,AUT,2015,302.97,14.0,,1715.7,5.67
C1100,Serbia,RS,SRB,2015,589.92,14.0,,2428.2,4.12
C1100,Bulgaria,BG,BGR,2015,1105.92,14.0,,5140.14,4.65
C1100,Switzerland,CH,CHE,2015,87.99,14.0,,533.21,6.06
C1100,Bosnia and Herzegovina,BA,BIH,2015,61.89,14.0,,215.49,
C1100,Albania,AL,ALB,2015,69.6,14.0,,271.8,
C1100,Cyprus,CY,CYP,2015,11.97,14.0,,36.06,3.01
C1100,Slovakia,SK,SVK,2015,377.9,14.0,,2082.13,5.5
C1100,Belgium,BE,BEL,2015,221.78,14.0,,2069.02,9.33
C1100,Lithuania,LT,LTU,2015,836.22,14.0,,4394.08,5.26
C1100,Romania,RO,ROU,2015,2106.59,14.0,,7962.42,3.78
C1100,Kosovo,XK,XXK,2015,89.9,14.0,,304.4,3.38
C1100,Spain,ES,ESP,2016,2256.85,14.0,,8199.69,3.63
C1100,Slovenia,SI,SVN,2016,31.46,14.0,,163.17,5.19
C1100,Austria,AT,AUT,2016,317.76,14.0,,1965.54,6.18
C1100,Finland,FI,FIN,2016,215.1,14.0,,834.44,3.88
C1100,Netherlands,NL,NLD,2016,127.33,14.0,,995.2,7.84
C1100,Albania,AL,ALB,2016,70.5,14.0,,271.8,
C1100,France,FR,FRA,2016,5542.25,14.0,,28975.44,5.23
C1100,Slovakia,SK,SVK,2016,417.71,14.0,,2434.22,
C1100,Bosnia and Herzegovina,BA,BIH,2016,71.39,14.0,,310.17,
C1100,Kosovo,XK,XXK,2016,89.1,14.0,,365.7,4.18
C1100,Sweden,SE,SWE,2016,449.15,14.0,,2841.6,6.33
C1100,Greece,EL,GRC,2016,537.59,14.0,,1665.35,3.1
C1100,Belgium,BE,BEL,2016,215.72,14.0,,1431.44,6.64
C1100,Estonia,EE,EST,2016,164.5,14.0,,455.5,2.77
C1100,Bulgaria,BG,BGR,2016,1192.59,14.0,,5942.78,4.98
C1100,Poland,PL,POL,2016,2364.08,14.0,,10626.45,4.46
C1100,United Kingdom,UK,GBR,2016,1823.0,14.0,,14215.76,7.81
C1100,Denmark,DK,DNK,2016,583.0,14.0,,4152.65,7.12
C1100,Serbia,RS,SRB,2016,595.0,14.0,,2885.0,
C1100,Switzerland,CH,CHE,2016,88.46,14.0,,391.11,4.42
C1100,Portugal,PT,PRT,2016,38.2,14.0,,93.16,2.44
C1100,Germany,DE,DEU,2016,3201.7,14.0,,24463.8,7.64
C1100,Cyprus,CY,CYP,2016,8.39,14.0,,7.1,0.85
C1100,Czechia,CZ,CZE,2016,839.71,14.0,,5454.66,6.5
C1100,Romania,RO,ROU,2016,2137.73,14.0,,8431.13,3.94
C1100,Norway,NO,NOR,2016,66.8,14.0,,305.79,4.6
C1100,Croatia,HR,HRV,2016,171.4,14.0,,969.05,5.7
C1100,Luxembourg,LU,LUX,2016,13.81,14.0,,70.15,5.08
C1100,Montenegro,ME,MNE,2016,0.75,14.0,,2.38,3.19
C1100,Lithuania,LT,LTU,2016,880.53,14.0,,3844.49,4.37
C1100,Italy,IT,ITA,2016,1912.42,14.0,,8236.95,4.31
C1100,North Macedonia,MK,MKD,2016,79.83,14.0,,310.0,3.88
C1100,Malta,MT,MLT,2016,0.0,14.0,,0.0,
C1100,Latvia,LV,LVA,2016,479.1,14.0,,2062.3,
C1100,Ireland,IE,IRL,2016,67.92,14.0,,610.24,8.99
C1100,Hungary,HU,HUN,2016,1044.31,14.0,,5603.18,5.37
C1100,Turkey,TR,TUR,2016,7674.0,14.0,,21467.53,2.81
C1100,Iceland,IS,ISL,2016,0.0,14.0,,0.0,
C1100,Poland,PL,POL,2017,2391.85,14.0,,11448.66,4.79
C1100,Hungary,HU,HUN,2017,966.4,14.0,,5246.26,5.43
C1100,Denmark,DK,DNK,2017,586.6,14.0,,4777.89,8.15
C1100,Serbia,RS,SRB,2017,556.1,14.0,,2275.6,
C1100,Norway,NO,NOR,2017,75.75,14.0,,395.83,5.24
C1100,Italy,IT,ITA,2017,1806.57,14.0,,7139.01,
C1100,Greece,EL,GRC,2017,415.95,14.0,,1023.9,2.46
C1100,Germany,DE,DEU,2017,3202.6,14.0,,24481.6,7.64
C1100,Switzerland,CH,CHE,2017,87.05,14.0,,536.65,6.17
C1100,North Macedonia,MK,MKD,2017,72.86,14.0,,202.44,2.78
C1100,Iceland,IS,ISL,2017,0.0,14.0,,0.0,
C1100,Romania,RO,ROU,2017,2052.92,14.0,,10034.96,4.89
C1100,United Kingdom,UK,GBR,2017,1792.0,14.0,,14664.48,
C1100,Cyprus,CY,CYP,2017,8.68,14.0,,17.11,1.97
C1100,Estonia,EE,EST,2017,169.75,14.0,,713.26,4.2
C1100,Croatia,HR,HRV,2017,118.38,14.0,,695.59,5.87
C1100,Portugal,PT,PRT,2017,29.02,14.0,,61.69,2.13
C1100,Ireland,IE,IRL,2017,67.05,14.0,,634.4,9.46
C1100,Czechia,CZ,CZE,2017,832.06,14.0,,4718.21,5.67
C1100,Montenegro,ME,MNE,2017,0.77,14.0,,2.49,3.26
C1100,Bulgaria,BG,BGR,2017,1144.52,14.0,,6318.08,5.52
C1100,Latvia,LV,LVA,2017,446.8,14.0,,2138.8,4.79
C1100,Luxembourg,LU,LUX,2017,14.11,14.0,,77.55,5.49
C1100,Turkey,TR,TUR,2017,7672.0,14.0,,22407.29,2.92
C1100,France,FR,FRA,2017,5332.08,14.0,,38228.15,7.17
C1100,Austria,AT,AUT,2017,297.28,14.0,,1434.38,4.82
C1100,Slovenia,SI,SVN,2017,28.02,14.0,,140.96,5.03
C1100,Spain,ES,ESP,2017,2062.71,14.0,,5033.04,2.44
C1100,Malta,MT,MLT,2017,0.0,14.0,,0.0,
C1100,Netherlands,NL,NLD,2017,115.92,14.0,,1032.21,
C1100,Bosnia and Herzegovina,BA,BIH,2017,69.45,14.0,,292.1,
C1100,Lithuania,LT,LTU,2017,811.95,14.0,,3917.37,4.82
C1100,Kosovo,XK,XXK,2017,80.5,14.0,,320.1,3.98
C1100,Sweden,SE,SWE,2017,471.87,14.0,,3298.6,6.99
C1100,Slovakia,SK,SVK,2017,373.67,14.0,,1770.66,4.74
C1100,Belgium,BE,BEL,2017,197.59,14.0,,1690.84,8.56
C1100,Finland,FI,FIN,2017,194.28,14.0,,812.24,4.18
C1100,Bosnia and Herzegovina,BA,BIH,2018,73.59,14.0,,299.25,4.07
C1100,Germany,DE,DEU,2018,3036.3,14.0,,20263.5,6.67
C1100,Belgium,BE,BEL,2018,195.69,14.0,,1661.86,8.49
C1100,Luxembourg,LU,LUX,2018,12.87,14.0,,79.65,6.19
C1100,Albania,AL,ALB,2018,65.1,14.0,,237.51,
C1100,Latvia,LV,LVA,2018,417.2,14.0,,1431.6,3.43
C1100,Turkey,TR,TUR,2018,7305.0,14.0,,20664.59,2.79
C1100,Portugal,PT,PRT,2018,27.03,14.0,,70.11,2.59
C1100,Iceland,IS,ISL,2018,0.0,,,0.0,
C1100,Czechia,CZ,CZE,2018,819.69,14.0,,4417.84,5.39
C1100,Montenegro,ME,MNE,2018,0.77,14.0,,2.5,3.25
C1100,Austria,AT,AUT,2018,294.29,14.0,,1367.06,4.64
C1100,Slovenia,SI,SVN,2018,27.82,14.0,,121.9,4.38
C1100,Serbia,RS,SRB,2018,643.1,14.0,,2941.6,
C1100,Cyprus,CY,CYP,2018,10.2,14.0,,15.33,1.5
C1100,Kosovo,XK,XXK,2018,81.1,14.0,,280.6,3.46
C1100,Italy,IT,ITA,2018,1821.73,14.0,,7104.65,
C1100,Romania,RO,ROU,2018,2116.15,14.0,,10143.67,4.79
C1100,Switzerland,CH,CHE,2018,87.98,14.0,,502.85,5.72
C1100,Lithuania,LT,LTU,2018,772.89,14.0,,2838.9,3.67
C1100,Sweden,SE,SWE,2018,372.5,14.0,,1620.3,4.35
C1100,Bulgaria,BG,BGR,2018,1212.01,14.0,,5954.52,4.91
C1100,United Kingdom,UK,GBR,2018,1747.7,14.0,,13397.38,
C1100,Croatia,HR,HRV,2018,138.46,14.0,,753.06,5.44
C1100,Slovakia,SK,SVK,2018,403.37,14.0,,1927.93,4.77
C1100,Netherlands,NL,NLD,2018,111.66,14.0,,961.92,8.62
C1100,Finland,FI,FIN,2018,177.8,14.0,,501.6,2.82
C1100,Malta,MT,MLT,2018,0.0,14.0,,0.0,
C1100,Spain,ES,ESP,2018,2063.68,14.0,,8322.51,4.03
C1100,Hungary,HU,HUN,2018,1026.15,14.0,,5258.43,5.12
C1100,Greece,EL,GRC,2018,404.49,14.0,,1072.94,2.65
C1100,France,FR,FRA,2018,5234.09,14.0,,35424.14,6.76
C1100,Estonia,EE,EST,2018,154.58,14.0,,450.27,2.91
C1100,Ireland,IE,IRL,2018,57.98,14.0,,485.48,8.37
C1100,Poland,PL,POL,2018,2417.23,14.0,,9637.62,3.98
C1100,North Macedonia,MK,MKD,2018,70.99,14.0,,243.91,3.44
C1100,Denmark,DK,DNK,2018,425.8,14.0,,2623.93,6.16
C1100,Portugal,PT,PRT,2019,28.53,14.0,,77.07,2.7
C1100,Switzerland,CH,CHE,2019,86.46,14.0,,503.02,5.82
C1100,Hungary,HU,HUN,2019,1015.64,14.0,,5377.71,5.3
C1100,North Macedonia,MK,MKD,2019,68.85,14.0,,242.71,3.53
C1100,Italy,IT,ITA,2019,1754.64,14.0,,6739.47,
C1100,Luxembourg,LU,LUX,2019,13.36,14.0,,82.26,6.16
C1100,Serbia,RS,SRB,2019,577.5,14.0,,2534.64,
C1100,Malta,MT,MLT,2019,0.0,14.0,,0.0,
C1100,Austria,AT,AUT,2019,278.34,14.0,,1596.88,5.74
C1100,Bulgaria,BG,BGR,2019,1198.68,14.0,,6319.63,5.27
C1100,Slovakia,SK,SVK,2019,406.82,14.0,,1939.13,4.81
C1100,Latvia,LV,LVA,2019,492.7,14.0,,2371.0,4.81
C1100,Germany,DE,DEU,2019,3118.1,14.0,,23062.6,7.4
C1100,Spain,ES,ESP,2019,1920.09,14.0,,6041.17,3.15
C1100,Belgium,BE,BEL,2019,203.76,14.0,,1902.38,9.33
C1100,Slovenia,SI,SVN,2019,26.73,14.0,,139.81,5.23
C1100,Sweden,SE,SWE,2019,469.49,14.0,,3476.8,7.41
C1100,Croatia,HR,HRV,2019,143.15,14.0,,803.27,5.59
C1100,Turkey,TR,TUR,2019,6849.0,14.0,,19799.52,2.92
C1100,United Kingdom,UK,GBR,2019,1815.8,14.0,,16035.85,
C1100,Bosnia and Herzegovina,BA,BIH,2019,68.97,14.0,,267.85,3.88
C1100,Netherlands,NL,NLD,2019,120.55,14.0,,1130.53,9.38
C1100,Lithuania,LT,LTU,2019,895.76,14.0,,3843.85,4.29
C1100,Denmark,DK,DNK,2019,573.4,14.0,,4642.09,8.1
C1100,France,FR,FRA,2019,5244.25,14.0,,40604.96,7.75
C1100,Greece,EL,GRC,2019,350.49,14.0,,979.22,2.79
C1100,Poland,PL,POL,2019,2511.33,14.0,,10807.49,4.31
C1100,Czechia,CZ,CZE,2019,839.45,14.0,,4812.16,5.73
C1100,Kosovo,XK,XXK,2019,80.3,14.0,,285.0,3.55
C1100,Ireland,IE,IRL,2019,63.48,14.0,,595.36,9.38
C1100,Montenegro,ME,MNE,2019,0.77,14.0,,2.17,2.82
C1100,Albania,AL,ALB,2019,57.3,14.0,,233.2,4.07
C1100,Cyprus,CY,CYP,2019,10.59,14.0,,29.47,2.78
C1100,Estonia,EE,EST,2019,166.98,14.0,,846.58,5.07
C1100,Finland,FI,FIN,2019,197.6,14.0,,914.18,4.62
C1100,Iceland,IS,ISL,2019,0.0,14.0,,0.0,
C1100,Romania,RO,ROU,2019,2168.37,14.0,,10297.11,4.75
C1100,Lithuania,LT,LTU,2020,893.51,14.0,,4818.75,5.39
C1100,Italy,IT,ITA,2020,1711.22,14.0,,6716.18,3.92
C1100,Slovenia,SI,SVN,2020,27.29,14.0,,158.18,5.8
C1100,Czechia,CZ,CZE,2020,798.58,14.0,,4902.41,6.14
C1100,Croatia,HR,HRV,2020,147.84,14.0,,867.53,5.87
C1100,Sweden,SE,SWE,2020,449.17,14.0,,3214.3,7.16
C1100,United Kingdom,UK,GBR,2020,1415.13,14.0,,10015.17,7.08
C1100,Montenegro,ME,MNE,2020,0.74,14.0,,2.27,3.09
C1100,Turkey,TR,TUR,2020,6922.0,14.0,,21338.47,3.12
C1100,Finland,FI,FIN,2020,198.8,14.0,,686.62,3.46
C1100,Bosnia and Herzegovina,BA,BIH,2020,69.91,14.0,,325.55,4.66
C1100,Poland,PL,POL,2020,2391.0,14.0,,12515.06,5.23
C1100,Netherlands,NL,NLD,2020,108.91,14.0,,931.83,8.56
C1100,Luxembourg,LU,LUX,2020,11.93,14.0,,72.4,6.07
C1100,Ireland,IE,IRL,2020,46.99,14.0,,364.92,7.76
C1100,Portugal,PT,PRT,2020,30.14,14.0,,83.5,2.77
C1100,France,FR,FRA,2020,4519.78,14.0,,30181.14,6.68
C1100,Belgium,BE,BEL,2020,194.66,14.0,,1741.48,8.95
C1100,Spain,ES,ESP,2020,1914.66,14.0,,8143.51,4.25
C1100,Romania,RO,ROU,2020,2155.25,14.0,,6392.37,2.97
C1100,North Macedonia,MK,MKD,2020,69.77,14.0,,248.89,3.57
C1100,Denmark,DK,DNK,2020,502.6,14.0,,4070.41,8.1
C1100,Malta,MT,MLT,2020,0.0,14.0,,0.0,
C1100,Hungary,HU,HUN,2020,936.62,14.0,,5121.48,5.47
C1100,Estonia,EE,EST,2020,168.04,14.0,,840.52,5.0
C1100,Serbia,RS,SRB,2020,581.13,14.0,,2873.5,
C1100,Cyprus,CY,CYP,2020,12.97,14.0,,34.65,2.67
C1100,Albania,AL,ALB,2020,53.9,14.0,,233.4,4.33
C1100,Slovakia,SK,SVK,2020,387.08,14.0,,2133.33,5.52
C1100,Austria,AT,AUT,2020,279.02,14.0,,1652.74,5.93
C1100,Iceland,IS,ISL,2020,0.0,14.0,,0.0,
C1100,Bulgaria,BG,BGR,2020,1200.18,14.0,,4847.94,4.01
C1100,Greece,EL,GRC,2020,355.88,14.0,,1095.15,3.08
C1100,Latvia,LV,LVA,2020,498.2,14.0,,2659.6,5.34
C1100,Switzerland,CH,CHE,2020,84.99,14.0,,534.66,6.29
C1100,Germany,DE,DEU,2020,2835.5,14.0,,22172.1,7.82
C1100,Albania,AL,ALB,2021,54.5,14.0,,225.2,4.13
C1100,Luxembourg,LU,LUX,2021,12.87,14.0,,76.14,5.92
C1100,Austria,AT,AUT,2021,279.86,14.0,,1547.6,5.53
C1100,France,FR,FRA,2021,5276.73,14.0,,36559.45,6.93
C1100,Malta,MT,MLT,2021,0.0,14.0,,0.0,
C1100,Slovenia,SI,SVN,2021,26.79,14.0,,154.45,5.77
C1100,Finland,FI,FIN,2021,212.4,14.0,,687.16,3.23
C1100,Lithuania,LT,LTU,2021,944.17,14.0,,4248.85,4.5
C1100,Kosovo,XK,XXK,2021,79.97,14.0,,322.02,4.03
C1100,Netherlands,NL,NLD,2021,118.14,14.0,,947.25,
C1100,Germany,DE,DEU,2021,2939.0,14.0,,21459.2,7.3
C1100,Denmark,DK,DNK,2021,537.7,14.0,,4047.09,7.53
C1100,Poland,PL,POL,2021,2390.52,14.0,,11893.55,4.98
C1100,Portugal,PT,PRT,2021,28.66,14.0,,69.44,2.42
C1100,Montenegro,ME,MNE,2021,0.72,14.0,,2.08,3.12
C1100,Czechia,CZ,CZE,2021,784.78,14.0,,4960.93,6.32
C1100,Hungary,HU,HUN,2021,892.79,14.0,,5290.14,5.93
C1100,Cyprus,CY,CYP,2021,12.32,14.0,,25.93,2.1
C1100,Estonia,EE,EST,2021,180.0,14.0,,736.27,4.09
C1100,Romania,RO,ROU,2021,2175.08,14.0,,10433.75,4.8
C1100,Iceland,IS,ISL,2021,0.1,14.0,,0.0,
C1100,Bosnia and Herzegovina,BA,BIH,2021,66.76,14.0,,325.64,4.88
C1100,Switzerland,CH,CHE,2021,89.28,14.0,,464.24,5.2
C1100,Serbia,RS,SRB,2021,598.74,14.0,,3442.31,
C1100,Latvia,LV,LVA,2021,537.3,14.0,,2407.7,4.48
C1100,Bulgaria,BG,BGR,2021,1206.19,14.0,,7342.99,6.09
C1100,Ireland,IE,IRL,2021,62.33,14.0,,628.08,10.08
C1100,Belgium,BE,BEL,2021,209.18,14.0,,1629.18,7.79
C1100,Spain,ES,ESP,2021,2128.47,14.0,,8564.63,4.02
C1100,Italy,IT,ITA,2021,1726.61,14.0,,7294.57,4.22
C1100,Croatia,HR,HRV,2021,147.39,14.0,,986.93,6.7
C1100,Sweden,SE,SWE,2021,479.13,14.0,,3027.8,6.32
